"","species","niche.area","AUC"
"1","Androsace.vitaliana.occurrence.csv",0.157132614917631,0.481666666666667
"2","Anthoxanthum.odoratum.occurrence.csv",0.224378960239129,0.620626151012891
"3","Anthyllis.vulneraria.occurrence.csv",0.204342563100286,0.696992481203007
"4","Armeria.canescens.occurrence.csv",0.212947413943556,0.467005076142132
"5","Artemisia.umbelliformis.occurrence.csv",0.226104941480874,0.5
"6","Asperula.aristata.occurrence.csv",0.202696352796759,0.314625850340136
"7","Asplenium.viride.occurrence.csv",0.216090555012023,0.535833333333333
"8","Aster.alpinus.occurrence.csv",0.0751968522400594,0.740847092605887
"9","Bistorta.vivipara.occurrence.csv",0.109858582251678,0.572222222222222
"10","Botrychium.lunaria.occurrence.csv",0.131598886459432,0.61300505050505
"11","Campanula.scheuchzeri.occurrence.csv",0.0580382471455203,0.566271855611957
"12","Cerastium.tomentosum.occurrence.csv",0.114726582809459,0.694444444444444
"13","Draba.aizoides.occurrence.csv",0.20182717986408,0.618333333333333
"14","Dryas.octopetala.occurrence.csv",0.0405286046267377,0.760804020100503
"15","Edraianthus.graminifolius.occurrence.csv",0.169103201130698,0.609475951184494
"16","Festuca.violacea.occurrence.csv",0.145217323318687,0.866310160427808
"17","Gentiana.lutea.occurrence.csv",0.115400187194546,0.739666424945613
"18","Gentiana.verna.occurrence.csv",0.101946342501513,0.593214285714286
"19","Helictochloa.praetutiana.occurrence.csv",0.0876434991371205,0.72875
"20","Juncus.trifidus.occurrence.csv",0.0296977739767157,0.616666666666667
"21","Juniperus.communis.occurrence.csv",0.181548914215254,0.515953095173166
"22","Linaria.alpina.occurrence.csv",0.177520446848599,0.631313131313131
"23","Papaver.alpinum.occurrence.csv",0.194634328818528,0.69758064516129
"24","Phyteuma.orbiculare.occurrence.csv",0.125370650412951,0.556998556998557
"25","Pinus.mugo.occurrence.csv",0.181167613033398,0.628205128205128
"26","Plantago.atrata.occurrence.csv",0.226104941480874,0.5
"27","Poa.alpina.occurrence.csv",0.207840815386102,0.5055
"28","Potentilla.crantzii.occurrence.csv",0.182007662998548,0.56
"29","Pulsatilla.alpina.occurrence.csv",0.0900429128629824,0.570909090909091
"30","Salix.retusa.occurrence.csv",0.144472566325297,0.3
"31","Saxifraga.oppositifolia.occurrence.csv",0.0611959677630897,0.753768844221106
"32","Saxifraga.paniculata.occurrence.csv",0.169312119583787,0.767343485617597
"33","Sedum.atratum.occurrence.csv",0.221746608082515,0.303571428571429
"34","Thymus.praecox.occurrence.csv",0.176507126241465,0.502849002849003
"35","Trifolium.pratense.occurrence.csv",0.212334161638196,0.480943455170259
"36","Viola.eugeniae.occurrence.csv",0.223796446009368,0.606
